Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient,Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2018-2019,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Total Population (All Students),Grade 3,8,57.1,5,35.7,3,21.4,3,21.4,3,21.4,14,100
2018-2019,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Total Population (All Students),Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Total Population (All Students),Grade 5,8,57.1,2,14.3,6,42.9,4,28.6,2,14.3,14,100
2018-2019,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Total Population (All Students),Grade 6,9,56.3,1,6.3,8,50,5,31.3,2,12.5,16,100
2018-2019,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Total Population (All Students),Grade 7,10,71.4,5,35.7,5,35.7,4,28.6,0,0,14,100
2018-2019,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Total Population (All Students),Grade 8,7,53.8,2,15.4,5,38.5,4,30.8,2,15.4,13,100
2018-2019,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Total Population (All Students),Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Econo. Disadvantaged,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Econo. Disadvantaged,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Homeless,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Homeless,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Homeless,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Total Population (All Students),Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Total Population (All Students),Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Total Population (All Students),Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Total Population (All Students),Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Total Population (All Students),Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Total Population (All Students),Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,381,Ashland High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),48,72.7,27,40.9,21,31.8,13,19.7,5,7.6,67,98.5
2018-2019,2041,Ashland SD 5,381,Ashland High School,English Language Arts,Homeless,Grade HS (11),9,81.8,3,27.3,6,54.5,1,9.1,1,9.1,11,100
2018-2019,2041,Ashland SD 5,381,Ashland High School,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,381,Ashland High School,English Language Arts,Total Population (All Students),Grade HS (11),186,81.6,111,48.7,75,32.9,28,12.3,14,6.1,230,97.9
2018-2019,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,32,50.8,13,20.6,19,30.2,22,34.9,9,14.3,63,96.9
2018-2019,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,31,59.6,7,13.5,24,46.2,11,21.2,10,19.2,53,100
2018-2019,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,43,60.6,16,22.5,27,38,12,16.9,16,22.5,71,97.3
2018-2019,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Homeless,Grade 6,9,60,3,20,6,40,4,26.7,2,13.3,15,100
2018-2019,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Military-connected,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Military-connected,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Total Population (All Students),Grade 6,115,65.3,45,25.6,70,39.8,41,23.3,20,11.4,176,98.3
2018-2019,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Total Population (All Students),Grade 7,122,73.9,44,26.7,78,47.3,28,17,15,9.1,166,100
2018-2019,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Total Population (All Students),Grade 8,155,72.1,65,30.2,90,41.9,35,16.3,25,11.6,215,98.6
2018-2019,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,10,62.5,5,31.3,5,31.3,1,6.3,5,31.3,16,94.1
2018-2019,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,11,50,3,13.6,8,36.4,7,31.8,4,18.2,22,91.7
2018-2019,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,7,43.8,0,0,7,43.8,3,18.8,6,37.5,16,100
2018-2019,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Total Population (All Students),Grade 3,36,73.5,20,40.8,16,32.7,2,4.1,11,22.4,49,98
2018-2019,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Total Population (All Students),Grade 4,30,56.6,14,26.4,16,30.2,13,24.5,10,18.9,53,94.6
2018-2019,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Total Population (All Students),Grade 5,37,64.9,19,33.3,18,31.6,9,15.8,11,19.3,57,100
2018-2019,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,10,71.4,5,35.7,5,35.7,3,21.4,1,7.1,14,100
2018-2019,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,14,73.7,4,21.1,10,52.6,1,5.3,4,21.1,19,100
2018-2019,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,14,77.8,10,55.6,4,22.2,3,16.7,1,5.6,18,94.7
2018-2019,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Total Population (All Students),Grade 3,35,71.4,16,32.7,19,38.8,10,20.4,4,8.2,49,100
2018-2019,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Total Population (All Students),Grade 4,36,66.7,20,37,16,29.6,9,16.7,9,16.7,54,100
2018-2019,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Total Population (All Students),Grade 5,44,80,26,47.3,18,32.7,8,14.5,3,5.5,55,98.2
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Econo. Disadvantaged,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Econo. Disadvantaged,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Homeless,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Homeless,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Total Population (All Students),Grade 3,5,45.5,2,18.2,3,27.3,3,27.3,3,27.3,11,100
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Total Population (All Students),Grade 4,10,76.9,7,53.8,3,23.1,1,7.7,2,15.4,13,100
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Total Population (All Students),Grade 5,11,78.6,5,35.7,6,42.9,3,21.4,0,0,14,100
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Total Population (All Students),Grade 6,12,92.3,8,61.5,4,30.8,1,7.7,0,0,13,100
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Total Population (All Students),Grade 7,18,81.8,12,54.5,6,27.3,1,4.5,3,13.6,23,95.8
2018-2019,2041,Ashland SD 5,4476,John Muir Elementary School,English Language Arts,Total Population (All Students),Grade 8,14,93.3,7,46.7,7,46.7,1,6.7,0,0,15,100
2018-2019,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,7,30.4,3,13,4,17.4,9,39.1,7,30.4,23,88.5
2018-2019,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,14,58.3,6,25,8,33.3,1,4.2,9,37.5,24,100
2018-2019,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,11,50,5,22.7,6,27.3,4,18.2,7,31.8,22,100
2018-2019,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Total Population (All Students),Grade 3,39,61.9,23,36.5,16,25.4,13,20.6,11,17.5,63,87.5
2018-2019,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Total Population (All Students),Grade 4,32,62.7,14,27.5,18,35.3,7,13.7,12,23.5,51,94.4
2018-2019,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Total Population (All Students),Grade 5,31,52.5,13,22,18,30.5,12,20.3,16,27.1,59,100
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Econo. Disadvantaged,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Econo. Disadvantaged,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Homeless,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Homeless,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Homeless,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Total Population (All Students),Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Total Population (All Students),Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Total Population (All Students),Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Total Population (All Students),Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Total Population (All Students),Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Total Population (All Students),Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,31,33,6,6.4,25,26.6,25,26.6,38,40.4,94,95.9
2018-2019,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,24,35.3,8,11.8,16,23.5,17,25,27,39.7,68,97.1
2018-2019,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,25,41.7,4,6.7,21,35,13,21.7,22,36.7,60,96.8
2018-2019,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
