Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient,Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2021-2022,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Econo. Disadvantaged,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Total Population (All Students),Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Total Population (All Students),Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Total Population (All Students),Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,50,43.5,9,7.8,41,35.7,34,29.6,31,27,115,94.3
2021-2022,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,51,45.1,18,15.9,33,29.2,26,23,36,31.9,113,81.9
2021-2022,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,43,37.4,12,10.4,31,27,30,26.1,42,36.5,115,84.6
2021-2022,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Military-connected,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Military-connected,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Military-connected,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Students in Foster Care,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Students in Foster Care,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Total Population (All Students),Grade 6,50,43.5,9,7.8,41,35.7,34,29.6,31,27,115,94.3
2021-2022,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Total Population (All Students),Grade 7,51,45.1,18,15.9,33,29.2,26,23,36,31.9,113,81.9
2021-2022,1933,Astoria SD 1,144,Astoria Middle School,English Language Arts,Total Population (All Students),Grade 8,43,37.4,12,10.4,31,27,30,26.1,42,36.5,115,84.6
2021-2022,1933,Astoria SD 1,146,Astoria Senior High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),61,70.1,30,34.5,31,35.6,13,14.9,13,14.9,87,68
2021-2022,1933,Astoria SD 1,146,Astoria Senior High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,146,Astoria Senior High School,English Language Arts,Military-connected,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,146,Astoria Senior High School,English Language Arts,Total Population (All Students),Grade HS (11),61,70.1,30,34.5,31,35.6,13,14.9,13,14.9,87,68
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,41,37.3,18,16.4,23,20.9,35,31.8,34,30.9,110,90.9
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,63,49.6,23,18.1,40,31.5,32,25.2,32,25.2,127,92
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,67,53.2,27,21.4,40,31.7,28,22.2,31,24.6,128,94.8
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Students in Foster Care,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Students in Foster Care,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Students in Foster Care,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Total Population (All Students),Grade 3,41,37.3,18,16.4,23,20.9,35,31.8,34,30.9,110,90.9
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Total Population (All Students),Grade 4,63,49.6,23,18.1,40,31.5,32,25.2,32,25.2,127,92
2021-2022,1933,Astoria SD 1,147,Lewis & Clark Elementary School,English Language Arts,Total Population (All Students),Grade 5,67,53.2,27,21.4,40,31.7,28,22.2,31,24.6,128,94.8
2021-2022,2208,Athena-Weston SD 29RJ,1053,Athena Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,11,28.9,8,21.1,3,7.9,15,39.5,12,31.6,38,100
2021-2022,2208,Athena-Weston SD 29RJ,1053,Athena Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2208,Athena-Weston SD 29RJ,1053,Athena Elementary School,English Language Arts,Students in Foster Care,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2208,Athena-Weston SD 29RJ,1053,Athena Elementary School,English Language Arts,Total Population (All Students),Grade 3,11,28.9,8,21.1,3,7.9,15,39.5,12,31.6,38,100
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Econo. Disadvantaged,Grade 4,16,51.6,6,19.4,10,32.3,4,12.9,11,35.5,31,96.9
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Econo. Disadvantaged,Grade 5,24,57.1,7,16.7,17,40.5,8,19,10,23.8,42,93.3
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,10,32.3,--,--,10,32.3,13,41.9,8,25.8,31,96.9
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,18,41.9,4,9.3,14,32.6,13,30.2,12,27.9,43,89.6
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,23,43.4,3,5.7,20,37.7,13,24.5,17,32.1,53,93
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Military-connected,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Students in Foster Care,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Students in Foster Care,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Students in Foster Care,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Total Population (All Students),Grade 4,16,51.6,6,19.4,10,32.3,4,12.9,11,35.5,31,96.9
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Total Population (All Students),Grade 5,24,57.1,7,16.7,17,40.5,8,19,10,23.8,42,93.3
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Total Population (All Students),Grade 6,10,32.3,--,--,10,32.3,13,41.9,8,25.8,31,96.9
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Total Population (All Students),Grade 7,18,41.9,4,9.3,14,32.6,13,30.2,12,27.9,43,89.6
2021-2022,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,English Language Arts,Total Population (All Students),Grade 8,23,43.4,3,5.7,20,37.7,13,24.5,17,32.1,53,93
2021-2022,2208,Athena-Weston SD 29RJ,1056,Weston-McEwen High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),14,63.6,6,27.3,8,36.4,7,31.8,1,4.5,22,47.8
2021-2022,2208,Athena-Weston SD 29RJ,1056,Weston-McEwen High School,English Language Arts,Students in Foster Care,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2208,Athena-Weston SD 29RJ,1056,Weston-McEwen High School,English Language Arts,Total Population (All Students),Grade HS (11),14,63.6,6,27.3,8,36.4,7,31.8,1,4.5,22,47.8
2021-2022,1894,Baker SD 5J,4759,Baker Early College,English Language Arts,Econo. Disadvantaged,Grade HS (11),12,92.3,9,69.2,3,23.1,1,7.7,--,--,13,9.8
2021-2022,1894,Baker SD 5J,4759,Baker Early College,English Language Arts,Total Population (All Students),Grade HS (11),12,92.3,9,69.2,3,23.1,1,7.7,--,--,13,9.8
2021-2022,1894,Baker SD 5J,8,Baker High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),8,30.8,2,7.7,6,23.1,2,7.7,16,61.5,26,27.1
2021-2022,1894,Baker SD 5J,8,Baker High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,8,Baker High School,English Language Arts,Students in Foster Care,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,8,Baker High School,English Language Arts,Total Population (All Students),Grade HS (11),8,30.8,2,7.7,6,23.1,2,7.7,16,61.5,26,27.1
2021-2022,1894,Baker SD 5J,1,Baker Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,36,48,9,12,27,36,17,22.7,22,29.3,75,64.1
2021-2022,1894,Baker SD 5J,1,Baker Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,59,62.1,18,18.9,41,43.2,19,20,17,17.9,96,74.4
2021-2022,1894,Baker SD 5J,1,Baker Middle School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,1,Baker Middle School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,1,Baker Middle School,English Language Arts,Students in Foster Care,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,1,Baker Middle School,English Language Arts,Total Population (All Students),Grade 7,36,48,9,12,27,36,17,22.7,22,29.3,75,64.1
2021-2022,1894,Baker SD 5J,1,Baker Middle School,English Language Arts,Total Population (All Students),Grade 8,59,62.1,18,18.9,41,43.2,19,20,17,17.9,96,74.4
2021-2022,1894,Baker SD 5J,5604,Baker Virtual Academy,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,5604,Baker Virtual Academy,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,5604,Baker Virtual Academy,English Language Arts,Total Population (All Students),Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,5604,Baker Virtual Academy,English Language Arts,Total Population (All Students),Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Econo. Disadvantaged,Grade 3,29,56.9,13,25.5,16,31.4,14,27.5,8,15.7,51,30.5
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Econo. Disadvantaged,Grade 4,29,55.8,12,23.1,17,32.7,10,19.2,13,25,52,27.5
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Econo. Disadvantaged,Grade 5,33,76.7,14,32.6,19,44.2,4,9.3,6,14,43,22.3
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Econo. Disadvantaged,Grade 6,24,57.1,7,16.7,17,40.5,11,26.2,7,16.7,42,19
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Econo. Disadvantaged,Grade 7,24,50,6,12.5,18,37.5,16,33.3,8,16.7,48,23.6
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Econo. Disadvantaged,Grade 8,32,64,16,32,16,32,12,24,6,12,50,19.3
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Econo. Disadvantaged,Grade HS (11),17,60.7,8,28.6,9,32.1,7,25,4,14.3,28,10.4
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Military-connected,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Students in Foster Care,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Students in Foster Care,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Total Population (All Students),Grade 3,29,56.9,13,25.5,16,31.4,14,27.5,8,15.7,51,30.5
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Total Population (All Students),Grade 4,29,55.8,12,23.1,17,32.7,10,19.2,13,25,52,27.5
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Total Population (All Students),Grade 5,33,76.7,14,32.6,19,44.2,4,9.3,6,14,43,22.3
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Total Population (All Students),Grade 6,24,57.1,7,16.7,17,40.5,11,26.2,7,16.7,42,19
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Total Population (All Students),Grade 7,24,50,6,12.5,18,37.5,16,33.3,8,16.7,48,23.6
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Total Population (All Students),Grade 8,32,64,16,32,16,32,12,24,6,12,50,19.3
2021-2022,1894,Baker SD 5J,4728,Baker Web Academy,English Language Arts,Total Population (All Students),Grade HS (11),17,60.7,8,28.6,9,32.1,7,25,4,14.3,28,10.4
2021-2022,1894,Baker SD 5J,2,Brooklyn Primary School,English Language Arts,Econo. Disadvantaged,Grade 3,21,32.3,13,20,8,12.3,20,30.8,24,36.9,66,84.6
2021-2022,1894,Baker SD 5J,2,Brooklyn Primary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,2,Brooklyn Primary School,English Language Arts,Students in Foster Care,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,2,Brooklyn Primary School,English Language Arts,Total Population (All Students),Grade 3,21,32.3,13,20,8,12.3,20,30.8,24,36.9,66,84.6
2021-2022,1894,Baker SD 5J,3493,Eagle Cap Innovative Jr/Sr High School,English Language Arts,Econo. Disadvantaged,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,3493,Eagle Cap Innovative Jr/Sr High School,English Language Arts,Econo. Disadvantaged,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,3493,Eagle Cap Innovative Jr/Sr High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,3493,Eagle Cap Innovative Jr/Sr High School,English Language Arts,Total Population (All Students),Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,3493,Eagle Cap Innovative Jr/Sr High School,English Language Arts,Total Population (All Students),Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,3493,Eagle Cap Innovative Jr/Sr High School,English Language Arts,Total Population (All Students),Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,4,Haines Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,8,47.1,5,29.4,3,17.6,7,41.2,2,11.8,17,100
2021-2022,1894,Baker SD 5J,4,Haines Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,12,80,8,53.3,4,26.7,2,13.3,1,6.7,15,83.3
2021-2022,1894,Baker SD 5J,4,Haines Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,11,73.3,4,26.7,7,46.7,2,13.3,2,13.3,15,100
2021-2022,1894,Baker SD 5J,4,Haines Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,8,72.7,3,27.3,5,45.5,1,9.1,2,18.2,11,78.6
2021-2022,1894,Baker SD 5J,4,Haines Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,4,Haines Elementary School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,4,Haines Elementary School,English Language Arts,Total Population (All Students),Grade 3,8,47.1,5,29.4,3,17.6,7,41.2,2,11.8,17,100
2021-2022,1894,Baker SD 5J,4,Haines Elementary School,English Language Arts,Total Population (All Students),Grade 4,12,80,8,53.3,4,26.7,2,13.3,1,6.7,15,83.3
2021-2022,1894,Baker SD 5J,4,Haines Elementary School,English Language Arts,Total Population (All Students),Grade 5,11,73.3,4,26.7,7,46.7,2,13.3,2,13.3,15,100
2021-2022,1894,Baker SD 5J,4,Haines Elementary School,English Language Arts,Total Population (All Students),Grade 6,8,72.7,3,27.3,5,45.5,1,9.1,2,18.2,11,78.6
2021-2022,1894,Baker SD 5J,5,Keating Elementary School,English Language Arts,Total Population (All Students),Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,7,South Baker Intermediate School,English Language Arts,Econo. Disadvantaged,Grade 4,35,41.7,10,11.9,25,29.8,18,21.4,31,36.9,84,80.8
2021-2022,1894,Baker SD 5J,7,South Baker Intermediate School,English Language Arts,Econo. Disadvantaged,Grade 5,28,36.4,14,18.2,14,18.2,20,26,29,37.7,77,89.5
2021-2022,1894,Baker SD 5J,7,South Baker Intermediate School,English Language Arts,Econo. Disadvantaged,Grade 6,18,32.1,5,8.9,13,23.2,16,28.6,22,39.3,56,59.6
2021-2022,1894,Baker SD 5J,7,South Baker Intermediate School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,7,South Baker Intermediate School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,7,South Baker Intermediate School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1894,Baker SD 5J,7,South Baker Intermediate School,English Language Arts,Total Population (All Students),Grade 4,35,41.7,10,11.9,25,29.8,18,21.4,31,36.9,84,80.8
2021-2022,1894,Baker SD 5J,7,South Baker Intermediate School,English Language Arts,Total Population (All Students),Grade 5,28,36.4,14,18.2,14,18.2,20,26,29,37.7,77,89.5
2021-2022,1894,Baker SD 5J,7,South Baker Intermediate School,English Language Arts,Total Population (All Students),Grade 6,18,32.1,5,8.9,13,23.2,16,28.6,22,39.3,56,59.6
2021-2022,1969,Bandon SD 54,218,Bandon Senior High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),13,52,4,16,9,36,8,32,4,16,25,59.5
2021-2022,1969,Bandon SD 54,218,Bandon Senior High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1969,Bandon SD 54,218,Bandon Senior High School,English Language Arts,Total Population (All Students),Grade HS (11),13,52,4,16,9,36,8,32,4,16,25,59.5
2021-2022,1969,Bandon SD 54,216,Harbor Lights Middle School,English Language Arts,Econo. Disadvantaged,Grade 5,24,51.1,9,19.1,15,31.9,15,31.9,8,17,47,97.9
2021-2022,1969,Bandon SD 54,216,Harbor Lights Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,23,48.9,9,19.1,14,29.8,18,38.3,6,12.8,47,97.9
2021-2022,1969,Bandon SD 54,216,Harbor Lights Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,24,48,9,18,15,30,21,42,5,10,50,96.2
